Institution 1,Institution 2,Institution 3,Serial Number,Chinese Title,Pinyin Title,English Title,Alt Title,Year Range,Note,,
司法監察機構類 Legislation and Censorship,監察門 Censorship,總督巡撫官 Supreme Commanders and Grand Coordinators,1862, 山西巡撫,shanxi xun fu ,Grand Coodinator in Shanxi and Concurrently Superintendent of Military Affairs at Yanmen and Other Passes,,,,alt. 巡撫山西地方兼提督雁門等關軍務 xun fu shanxi di fang jian ti du yan men deng guan jun wu,
司法監察機構類 Legislation and Censorship,監察門 Censorship,總督巡撫官 Supreme Commanders and Grand Coordinators,1863, 山東巡撫 ,shandong xun fu,Grand Coordinator and Superintendent of Farms and Canals Plus Military Affairs in Shandong,,,,alt. 巡撫山東等處地方督理營田兼管河道提督軍務 xun fu shandong deng chu di fang du li ying tian jian guan he dao ti du jun wu,
司法監察機構類 Legislation and Censorship,監察門 Censorship,總督巡撫官 Supreme Commanders and Grand Coordinators,1864, 遼東巡撫 ,liaodong xun fu ,Grand Coordinator and Superintendent of Military Affairs in Liaodong,alt. 巡撫遼東地方贊理軍務 xun fu liaodong di fang zan li jun wu,,,[Zhengtong 1 (1436) -],
司法監察機構類 Legislation and Censorship,監察門 Censorship,總督巡撫官 Supreme Commanders and Grand Coordinators,1865, 宣府巡撫,xuanfu xun fu ,Grand Coordinator and Superintendent of Military Affairs in Xuanfu,,,,alt. 巡撫宣府地方贊理軍務 xun fu xuanfu di fang zan li jun wu,
司法監察機構類 Legislation and Censorship,監察門 Censorship,總督巡撫官 Supreme Commanders and Grand Coordinators,1866, 大同巡撫 ,datong xun fu ,Grand Coordinator and Superintendent of Military Affairs in Datong,,,,alt. 巡撫大同地方贊理軍務 xun fu datong di fang zan li jun wu,
司法監察機構類 Legislation and Censorship,監察門 Censorship,總督巡撫官 Supreme Commanders and Grand Coordinators,1867, 延綏巡撫,yansui xun fu  ,Grand Coordinator and Superintendent of Military Affairs in Yansui,,,,alt. 巡撫延綏等處贊理軍務 xun fu yansui deng chu zan li jun wu,
司法監察機構類 Legislation and Censorship,監察門 Censorship,總督巡撫官 Supreme Commanders and Grand Coordinators,1868, 寧夏巡撫,ningxia xun fu ,Grand Coordinator and Superintendent of Military Affairs in Ningxia,,,,alt. 巡撫寧夏地方贊理軍務 xun fu ningxia di fang zan li jun wu,
司法監察機構類 Legislation and Censorship,監察門 Censorship,總督巡撫官 Supreme Commanders and Grand Coordinators,1869, 甘肅巡撫,gansu xun fu ,Grand Coordinator and Superintendent of Military Affairs in Gansu,,,,alt. 巡撫甘肅等處贊理軍務 xun fu gansu deng chu zan li jun wu,
司法監察機構類 Legislation and Censorship,監察門 Censorship,總督巡撫官 Supreme Commanders and Grand Coordinators,1870, 陝西巡撫,shaanxi xun fu,Grand Coordinator and Superintendent of Military Affairs in Shaanxi,,,,alt. 巡撫陝西地方贊理軍務 xun fu shaanxi di fang zan li jun wu,
司法監察機構類 Legislation and Censorship,監察門 Censorship,總督巡撫官 Supreme Commanders and Grand Coordinators,1871, 四川巡撫,sichuan xun fu ,Grand Coordinator and Concurrently Superintendent of Military Affairs in Sichuan,,,,alt. 巡撫四川等處地方兼提督軍務 xun fu sichuan deng chu di fang jian ti du jun wu,
司法監察機構類 Legislation and Censorship,監察門 Censorship,總督巡撫官 Supreme Commanders and Grand Coordinators,1872, 湖廣巡撫,huguang xun fu ,Grand Coordinator and Concurrently Superintendent of Military Affairs in Huguang,,,,alt. 巡撫湖廣等處地方兼贊理軍務 xun fu huguang deng chu di fang jian zan li jun wu,
司法監察機構類 Legislation and Censorship,監察門 Censorship,總督巡撫官 Supreme Commanders and Grand Coordinators,1873, 江西巡撫,jiangxi xun fu,Grand Coordinator and Concurrently Superintendent of Military Affairs in Jiangxi,,,,alt. 巡撫江西地方兼理軍務 xun fu jiangxi di fang jian li jun wu,
司法監察機構類 Legislation and Censorship,監察門 Censorship,總督巡撫官 Supreme Commanders and Grand Coordinators,1874, 南贛巡撫 ,nangan xun fu ,Grand Coordinator and Superintendent of Military Affairs in Nan'gan and Tingshao,,,,alt. 巡撫南贛汀韶等處地方提督軍務 xun fu nangan tingshao deng chu di fang ti du jun wu,
司法監察機構類 Legislation and Censorship,監察門 Censorship,總督巡撫官 Supreme Commanders and Grand Coordinators,1875, 廣東巡撫,guangdong xun fu ,Grand Coordinator and Concurrently Superintendent of Military Affairs in Guangdong,,,,alt. 巡撫廣東地方兼贊理軍務 xun fu guangdong di fang jian zan li jun wu,
司法監察機構類 Legislation and Censorship,監察門 Censorship,總督巡撫官 Supreme Commanders and Grand Coordinators,1876, 廣西巡撫 ,guangxi xun fu,Grand Coordinator in Guangxi,,,,alt. 巡撫廣西地方 xun fu guangxi di fang,
司法監察機構類 Legislation and Censorship,監察門 Censorship,總督巡撫官 Supreme Commanders and Grand Coordinators,1877, 雲南巡撫,yunnan xun fu,"Grand Coordinator and Superintendent of Military Affairs in Yunnan Plus Jianchang and Bijie, and Concurrently Director-general of Grain Supplies in Sichuan and Guizhou",,,,alt. 巡撫雲南兼建昌、畢節等處地方贊理軍務兼督川、貴糧餉 xun fu yunnan jian jianchang bijie deng chu di fang zan li jun wu jian du chuan gui liang xiang,
司法監察機構類 Legislation and Censorship,監察門 Censorship,總督巡撫官 Supreme Commanders and Grand Coordinators,1878, 貴州巡撫,guizhou xun fu ,Grand Coordinator in Guizhou and Concurrently Superintendent of Military Affairs in Hubei and Chuandong,,,,alt. 巡撫貴州兼督理湖北、川東等處地方提督軍務 xun fu guizhou jian du li hu bei chuan dong deng chu di fang ti du jun wu.,
司法監察機構類 Legislation and Censorship,監察門 Censorship,總督巡撫官 Supreme Commanders and Grand Coordinators,1879, 天津巡撫,tianjin xun fu ,Grand Coordinator and Superintendent of Military Affairs in Tianjin,alt. 巡撫天津地方贊理軍務xun fu tianjin di fang zan li jun wu,,,[Wanli 25 (1597) -],
司法監察機構類 Legislation and Censorship,監察門 Censorship,總督巡撫官 Supreme Commanders and Grand Coordinators,1880, 登萊巡撫,deng lai xun fu ,Grand Coordinator and Superintendent of Military Affairs in Dengzhou and Laizhou,alt. 巡撫登萊地方贊理軍務 xun fu denglai di fang zan li jun wu,,,[Tianqi 1 (1621) -] ,
司法監察機構類 Legislation and Censorship,監察門 Censorship,總督巡撫官 Supreme Commanders and Grand Coordinators,1881, 安廬巡撫 ,an lu xun fu ,Grand Coordinator and Superintendent of Military Affairs in Anqing and Luzhou,alt.巡撫安廬地方贊理軍務xun fu anlu di fang zan li jun wu,,,[Chongzhen 10 (1637) -],
司法監察機構類 Legislation and Censorship,監察門 Censorship,總督巡撫官 Supreme Commanders and Grand Coordinators,1882, 偏沅巡撫,pianyuan xun fu ,Grand Coordinator and Superintendent of Military Affairs in Pianyuan,alt. 巡撫偏沅地方贊理軍務 xun fu pianyuan di fang zan li jun wu,,,[Chongzhen 2 (1629) -],
司法監察機構類 Legislation and Censorship,監察門 Censorship,總督巡撫官 Supreme Commanders and Grand Coordinators,1883, 密雲巡撫,miyun xun fu,Grand Coordinator and Superintendent of Military Affairs in Miyun,alt. 巡撫密雲地方贊理軍務 xun fu miyun di fang zan li jun wu,,,[Chongzhen 11 (1638) -],
司法監察機構類 Legislation and Censorship,監察門 Censorship,總督巡撫官 Supreme Commanders and Grand Coordinators,1884, 淮揚巡撫,huaiyang xun fu ,Grand Coordinator and Superintendent of Military Affairs in Huaiyang,alt. 巡撫淮揚地方贊理軍務 xun fu huaiyang di fang zan li jun wu,,,[Chongzhen 11 (1638) -],
司法監察機構類 Legislation and Censorship,監察門 Censorship,總督巡撫官 Supreme Commanders and Grand Coordinators,1885, 承天巡撫,chengtian xun fu ,Grand Coordinator and Superintendent of Military Affairs in Chengtian,alt. 巡撫承天贊理軍務 xun fu chengtian zan li jun wu,,,[Chongzhen 16 (1643) -],
司法監察機構類 Legislation and Censorship,監察門 Censorship,總督巡撫官 Supreme Commanders and Grand Coordinators,1886, 鄖陽撫治,yunyang fu zhi,Grand Coordinator and Concurrently Superintendent of Military Affairs in Yunyang,,,,alt. 撫治鄖陽等處地方兼提督軍務 fu zhi yunyang deng chu di fang jian ti du jun wu,
司法監察機構類 Legislation and Censorship,監察門 Censorship,總督巡撫官 Supreme Commanders and Grand Coordinators,1887, 贊理松潘地方軍務,zan li song pan di fang jun wu,Superintendent of Military Affairs in Liaodong,,,,,
司法監察機構類 Legislation and Censorship,監察門 Censorship,京畿都漕運司 The Transport Office in the Metropolitan Region (1368-1381),1888, 漕運使,cao yun shi,Transport Commissioner of the Metropolitan Region,,,,,
司法監察機構類 Legislation and Censorship,監察門 Censorship,京畿都漕運司 The Transport Office in the Metropolitan Region (1368-1381),1889, 知事,zhi shi,Administrative Clerk for Grain Transport,,,,,
司法監察機構類 Legislation and Censorship,監察門 Censorship,京畿都漕運司 The Transport Office in the Metropolitan Region (1368-1381),1890, 提控案牘,ti kong an du,Supervisor of Grain Transport Archives,,,,,
司法監察機構類 Legislation and Censorship,監察門 Censorship,京畿都漕運司 The Transport Office in the Metropolitan Region (1368-1381),1891, 監運,jian yun,Supervisor of Transport,,,,,
司法監察機構類 Legislation and Censorship,監察門 Censorship,京畿都漕運司 The Transport Office in the Metropolitan Region (1368-1381),1892, 都綱,du gang,Office Clerk,,,,,
司法監察機構類 Legislation and Censorship,司法門 Legislation,大理寺 The Court of Judicial Review,1893, 卿,qing,Chief Minister,,,,alt. 大理卿 da li qing,
司法監察機構類 Legislation and Censorship,司法門 Legislation,大理寺 The Court of Judicial Review,1894, 左少卿,zuo shao qing,Left Vice Minister,,,,alt. 大理少卿 da li shao qing,
司法監察機構類 Legislation and Censorship,司法門 Legislation,大理寺 The Court of Judicial Review,1895, 右少卿,you shao qing,Right Vice Minister ,,,,alt. 大理少卿 da li shao qing,
司法監察機構類 Legislation and Censorship,司法門 Legislation,大理寺 The Court of Judicial Review,1896, 左寺丞 ,zuo si cheng,Left Assistant Minister,,,,alt. 大理寺丞 da li si cheng,
司法監察機構類 Legislation and Censorship,司法門 Legislation,大理寺 The Court of Judicial Review,1897, 右寺丞,you si cheng,Right Assistant Minister,,,,alt. 大理寺丞 da li si cheng,
司法監察機構類 Legislation and Censorship,司法門 Legislation,大理寺 The Court of Judicial Review,1898, 司務（司務廳）,si wu ting si wu,Manager of the General Services Office,,,,,
司法監察機構類 Legislation and Censorship,司法門 Legislation,大理寺 The Court of Judicial Review,1899, 寺正（左寺） ,zuo si si zheng,Director of the Left Court of Review,,,,,
司法監察機構類 Legislation and Censorship,司法門 Legislation,大理寺 The Court of Judicial Review,1900, 寺副（左寺）,zuo si si fu,Vice Director of the Left Court of Review,,,,,
司法監察機構類 Legislation and Censorship,司法門 Legislation,大理寺 The Court of Judicial Review,1901, 寺正（右寺）,you si si zheng,Director of the Right Court of Review,,,,,
司法監察機構類 Legislation and Censorship,司法門 Legislation,大理寺 The Court of Judicial Review,1902, 寺正（右寺）,you si si fu,Vice Director of the Right Court of Review,,,,,
司法監察機構類 Legislation and Censorship,司法門 Legislation,大理寺 The Court of Judicial Review,1903, 左評事,zuo ping shi,Left Case Reviewer,,,,alt. 大理左評事 da li zuo ping shi,
司法監察機構類 Legislation and Censorship,司法門 Legislation,大理寺 The Court of Judicial Review,1904, 右評事,you ping shi,Right Case Reviewer,,,,alt. 大理右評事 da li you ping shi,
司法監察機構類 Legislation and Censorship,司法門 Legislation,大理寺 The Court of Judicial Review,1905, 都評事（左司）,zuo si du ping shi,Director of the Left Office of Review,,,,[Mid-Jianwen (cir. 1400) – Early Yongle (cir. 1403)],
司法監察機構類 Legislation and Censorship,司法門 Legislation,大理寺 The Court of Judicial Review,1906, 副都評事（左司）,zuo si fu du ping shi,Vice Director of the Left Office of Review,,,,[Mid-Jianwen (cir. 1400) – Early Yongle (cir. 1403)],
司法監察機構類 Legislation and Censorship,司法門 Legislation,大理寺 The Court of Judicial Review,1907, 都評事（右司）,you si du ping shi,Director of the Right Office of Review,,,,[Mid-Jianwen (cir. 1400) – Early Yongle (cir. 1403)],
司法監察機構類 Legislation and Censorship,司法門 Legislation,大理寺 The Court of Judicial Review,1909, 都典簿,du dian bu,Office Manager,,,,[Mid-Jianwen (cir. 1400) – Early Yongle (cir. 1403)],
司法監察機構類 Legislation and Censorship,司法門 Legislation,審刑司 The Punishment Reviewing Office (1381-1386; 1389-1396),1910, 左審刑,zuo shen xing,Left Punishment Reviewer,,,,,
司法監察機構類 Legislation and Censorship,司法門 Legislation,審刑司 The Punishment Reviewing Office (1381-1386; 1389-1396),1911, 右審刑 ,you shen xing,Right Punishment Reviewer,,,,,
司法監察機構類 Legislation and Censorship,司法門 Legislation,審刑司 The Punishment Reviewing Office (1381-1386; 1389-1396),1912, 左詳議,zuo xiang yi,Left Evaluator ,,,,,
司法監察機構類 Legislation and Censorship,司法門 Legislation,審刑司 The Punishment Reviewing Office (1381-1386; 1389-1396),1913, 右詳議,you xiang yi,Right Evaluator,,,,,
司法監察機構類 Legislation and Censorship,司法門 Legislation,磨勘司 The Office of Judicial Review (1370-1377; 1381-1387),1914, 司令,si ling,Judicial Review Director,,,,,
司法監察機構類 Legislation and Censorship,司法門 Legislation,磨勘司 The Office of Judicial Review (1370-1377; 1381-1387),1915, 司丞,si cheng,Deputy Director,,,,[Hongwu 3 (1370) – Hongwu 10 (1377)],
司法監察機構類 Legislation and Censorship,司法門 Legislation,磨勘司 The Office of Judicial Review (1370-1377; 1381-1387),1916, 左司丞 ,zuo si cheng,Left Deputy Director,,,,[Hongwu 14 (1381) – Hongwu 20 (1387)],
司法監察機構類 Legislation and Censorship,司法門 Legislation,磨勘司 The Office of Judicial Review (1370-1377; 1381-1387),1917, 右司丞,you si cheng,Right Deputy Director,,,,[Hongwu 14 (1381) – Hongwu 20 (1387)],
司法監察機構類 Legislation and Censorship,司法門 Legislation,磨勘司 The Office of Judicial Review (1370-1377; 1381-1387),1918, 左司副,zuo si fu,Left Assistant Director,,,,[Hongwu 14 (1381) – Hongwu 20 (1387)],
司法監察機構類 Legislation and Censorship,司法門 Legislation,磨勘司 The Office of Judicial Review (1370-1377; 1381-1387),1919, 右司副,you si fu,Right Assistant Director,,,,[Hongwu 14 (1381) – Hongwu 20 (1387)],
